11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2017-05-26T05:00:00Z;  13.8;  985.4; 65.4;  0.00;   3.2; 327.9;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2017-05-26T05:00:00Z;  14.5; 1003.7; 71.0;  0.00;   0.2;    90;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2017-05-26T05:00:00Z;  13.1;  998.9; 86.0;  0.00;   1.5;   332;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2017-05-26T05:00:00Z;  12.6; 1000.0; 80.0;  0.00;   2.9;   355;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2017-05-26T05:00:00Z;  10.0;  983.0; 91.0;  0.00;   1.4;    93;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2017-05-26T05:00:00Z;  14.6; 1002.8; 92.7;  0.00;     4; 326.4;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2017-05-26T05:00:00Z;  11.9;  987.6; 80.8;  0.00;   2.2;   322;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2017-05-26T05:00:00Z;  12.3; 1005.4; 79.0;  0.00;   2.9; 357.2;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2017-05-26T05:00:00Z;  10.5;  988.5;100.0;  0.15;   0.6;  17.8;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2017-05-26T05:00:00Z;  10.0; 1001.9; 89.5;  0.00;   0.4;   219;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2017-05-26T05:00:00Z;   9.3;  981.6; 85.0;  0.00;   0.9;   132;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2017-05-26T05:00:00Z;  null;   null; null;  null;  null;  null;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2017-05-26T05:00:00Z;   5.8;  938.8; 99.0;  0.00;   1.6;   329;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2017-05-26T05:00:00Z;  11.9;  992.5; 97.1;  0.00;   0.7;  47.6;
11:11930;ASLS;LOMNICKY STIT         ;49.195280;20.213330;2635.0;2017-05-26T05:00:00Z;  -2.1;  738.6; 70.1;  null;     1;  null;
11:11933;ASSP;STRBSKE PLESO         ;49.117780;20.062500;1322.0;2017-05-26T05:00:00Z;   6.0;  868.9;100.0;  0.00;   0.3; 243.6;
11:11934;ASTT;POPRAD - TATRY        ;49.068900;20.245600; 694.0;2017-05-26T05:00:00Z;   9.2;  938.0; 88.0;  0.00;   3.4;   249;
11:11938;ASTG;TELGART               ;48.848600;20.189200; 901.0;2017-05-26T05:00:00Z;   9.7;  913.8; 74.0;  0.00;   4.7;    75;
11:11947;ASMB;MOLDAVA NAD BODVOU    ;48.602780;20.998890; 206.0;2017-05-26T05:00:00Z;  15.5;   null; 68.0;  0.00;   3.4;  14.7;
11:11958;ASKH;KOJSOVSKA HOLA        ;48.783060;20.987220;1242.0;2017-05-26T05:00:00Z;   6.2;  876.9; 92.8;  0.00;   7.2;   347;
11:11968;ASKZ;KOSICE - LETISKO      ;48.672200;21.222500; 230.0;2017-05-26T05:00:00Z;  15.0;  990.3; 68.0;  0.00;   5.7;     5;
11:11976;ASSK;TISINEC               ;49.215600;21.650000; 216.0;2017-05-26T05:00:00Z;  12.8;  992.7; 83.0;  0.00;   2.2;   337;
11:11978;ASMI;MILHOSTOV             ;48.663060;21.721940; 105.0;2017-05-26T05:00:00Z;  14.4; 1005.0; 90.5;  0.00;   5.6; 353.6;
11:11993;ASKC;KAMENICA NAD CIROCHOU ;48.934720;21.994440; 176.0;2017-05-26T05:00:00Z;  10.9;  997.0;100.0;  0.00;   1.2;  49.5;
11:11803;ASTN;TRENCIN               ;48.866460;17.999419; 203.0;2017-05-26T05:00:00Z;  10.9;  995.4;100.0;  0.00;   1.1; 150.6;
11:11805;ASSE;SENICA                ;48.689170;17.403060; 228.0;2017-05-26T05:00:00Z;  11.6;  992.3;100.0;  0.00;   0.3; 104.1;
11:11806;ASMY;MYJAVA                ;48.753330;17.560280; 348.0;2017-05-26T05:00:00Z;  12.2;   null; 97.2;  0.00;   0.2;   319;
11:11812;ASMJ;MALY JAVORNIK         ;48.255560;17.152500; 575.0;2017-05-26T05:00:00Z;  12.2;  951.6; 71.7;  0.00;   4.8; 316.4;
11:11857;ASTU;TURZOVKA              ;49.401390;18.626940; 480.0;2017-05-26T05:00:00Z;   8.6;  961.7;100.0;  0.00;   0.6; 330.1;
11:11878;ASLM;LIPTOVSKY MIKULAS     ;49.097500;19.590560; 569.0;2017-05-26T05:00:00Z;   8.1;  952.4;100.0;  1.27;   0.3; 237.5;
11:11883;ASVL;VELKE LOVCE           ;48.056000;18.335500; 195.0;2017-05-26T05:00:00Z;  13.2;  996.4; 87.3;  0.00;     2; 335.4;
11:11884;ASMU;MUZLA                 ;47.814200;18.595300; 121.0;2017-05-26T05:00:00Z;  12.0;   null;100.0;  0.00;   0.8; 231.1;
11:11898;ASBB;BANSKA BYSTRICA       ;48.733330;19.115280; 427.0;2017-05-26T05:00:00Z;  10.2;  968.0;100.0;  0.00;     1;  54.5;
11:11900;ASZR;ZIAR NAD HRONOM       ;48.585830;18.850280; 275.0;2017-05-26T05:00:00Z;  10.8;  986.3; 96.2;  0.00;   0.4; 135.4;
11:11901;ASBS;BANSKA STIAVNICA      ;48.449170;18.919720; 575.0;2017-05-26T05:00:00Z;  11.5;  950.9;100.0;  0.00;   3.7;  48.7;
11:11910;ASLR;LOM NAD RIMAVICOU     ;48.643890;19.649440;1018.0;2017-05-26T05:00:00Z;   8.8;  901.6; 93.3;  0.00;   0.8; 315.4;
11:11917;ASBR;BREZNO                ;48.800280;19.636390; 487.0;2017-05-26T05:00:00Z;   6.2;  961.4;100.0;  0.00;   1.1; 155.1;
11:11949;ASSW;SPISSKE VLACHY        ;48.943060;20.802220; 380.0;2017-05-26T05:00:00Z;  10.9;  973.8;100.0;  0.00;   0.4; 136.5;
11:11950;ASPO;PODOLINEC             ;49.261940;20.542500; 566.0;2017-05-26T05:00:00Z;  10.0;  952.5;100.0;  0.00;   0.7;   7.9;
11:11952;ASGN;GANOVCE               ;49.035000;20.324200; 703.0;2017-05-26T05:00:00Z;   8.8;  937.1; 91.0;  0.00;   2.8;   311;
11:11962;ASBJ;BARDEJOV              ;49.289400;21.273900; 305.0;2017-05-26T05:00:00Z;  12.9;  981.8; 88.4;  0.00;   1.7; 295.1;
11:11963;ASJK;JAKUBOVANY            ;49.108900;21.140800; 410.0;2017-05-26T05:00:00Z;  12.7;  970.0; 85.5;  0.00;   2.8; 302.3;
11:11818;ASGB;GABCIKOVO             ;47.897780;17.566110; 114.0;2017-05-26T05:00:00Z;  13.6; 1005.5; 81.2;  0.00;   3.3; 335.1;
11:11893;ASZY;MARTIN - ZABOKREKY    ;49.026670;18.922780; 425.0;2017-05-26T05:00:00Z;   9.9;  969.0;100.0;  0.00;   0.5; 207.2;
11:11936;ASTJ;TATRANSKA JAVORINA    ;49.263890;20.139440;1017.0;2017-05-26T05:00:00Z;   6.6;  902.6;100.0;  0.00;     2; 177.7;
11:11957;ASST;STARA LESNA           ;49.152220;20.289440; 807.0;2017-05-26T05:00:00Z;   8.5;  925.3;100.0;  0.00;   1.2; 147.6;
11:11977;ASKB;KRASNY BROD           ;49.253060;21.911940; 305.0;2017-05-26T05:00:00Z;  11.0;   null;100.0;  0.00;   1.2; 350.5;
11:11865;ASZA;ZILINA                ;49.203610;18.746390; 365.0;2017-05-26T05:00:00Z;   8.9;   null; 98.2;  0.08;   1.1; 118.7;
11:11833;ASMP;MODRA - PIESOK        ;48.372780;17.273610; 530.0;2017-05-26T05:00:00Z;  11.9;   null;100.0;  0.00;   1.8; 328.3;
11:11868;ASOL;ORAVSKA LESNA         ;49.368060;19.182500; 784.0;2017-05-26T05:00:00Z;  null;   null; null;  null;  null;  null;
11:11872;ASRK;RUZOMBEROK - STIAVNICKA;49.072500;19.341110; 504.0;2017-05-26T05:00:00Z;   8.3;   null;100.0;  0.00;   1.4; 191.6;
